"path","chemical","ppm","device","datetime","split"
"NH4/SamsungS20/round2/KHlZc_ngochanpham274@gmail.com_2025-08-26 16_05_22_An_SamsungS20_0.4ppm_2_4_NH4+_10.8768745_106.6781976.jpg","NH4","0.4","SamsungS20","2025-08-26 16:05:22","train"
"NH4/SamsungS20/round2/kKSyF_ngochanpham274@gmail.com_2025-08-26 16_17_22_An_SamsungS20_1ppm_2_1_NH4+_10.8768714_106.678199.jpg","NH4","1.0","SamsungS20","2025-08-26 16:17:22","train"
"NH4/SamsungS20/round2/kpfEt_ngochanpham274@gmail.com_2025-08-26 15_57_36_An_SamsungS20_0.08ppm_2_2_NH4+_10.8768745_106.6781976.jpg","NH4","0.08","SamsungS20","2025-08-26 15:57:36","train"
"NH4/SamsungS20/round2/L2Zbm_ngochanpham274@gmail.com_2025-08-26 16_20_36_An_SamsungS20_2ppm_2_5_NH4+_10.8768714_106.678199.jpg","NH4","2.0","SamsungS20","2025-08-26 16:20:36","train"
"NH4/SamsungS20/round2/l3jL6_ngochanpham274@gmail.com_2025-08-26 15_46_24_An_SamsungS20_0.02ppm_2_2_NH4+_10.8768654_106.6781994.jpg","NH4","0.02","SamsungS20","2025-08-26 15:46:24","train"
"NH4/SamsungS20/round2/mFLlX_ngochanpham274@gmail.com_2025-08-26 15_49_52_An_SamsungS20_0.04ppm_2_3_NH4+_10.8768654_106.6781994.jpg","NH4","0.04","SamsungS20","2025-08-26 15:49:52","train"
"NH4/SamsungS20/round2/mh9Ed_ngochanpham274@gmail.com_2025-08-26 15_47_32_An_SamsungS20_0.02ppm_2_4_NH4+_10.8768654_106.6781994.jpg","NH4","0.02","SamsungS20","2025-08-26 15:47:32","train"
"NH4/SamsungS20/round2/MTh1H_ngochanpham274@gmail.com_2025-08-26 15_46_49_An_SamsungS20_0.02ppm_2_3_NH4+_10.8768654_106.6781994.jpg","NH4","0.02","SamsungS20","2025-08-26 15:46:49","train"
"NH4/SamsungS20/round2/n2NOZ_ngochanpham274@gmail.com_2025-08-26 15_59_58_An_SamsungS20_0.1ppm_2_2_NH4+_10.8768745_106.6781976.jpg","NH4","0.1","SamsungS20","2025-08-26 15:59:58","train"
"NH4/SamsungS20/round2/N4lpJ_ngochanpham274@gmail.com_2025-08-26 16_03_36_An_SamsungS20_0.2ppm_2_5_NH4+_10.8768745_106.6781976.jpg","NH4","0.2","SamsungS20","2025-08-26 16:03:36","train"
"NH4/SamsungS20/round2/NFci5_ngochanpham274@gmail.com_2025-08-26 16_00_38_An_SamsungS20_0.1ppm_2_4_NH4+_10.8768745_106.6781976.jpg","NH4","0.1","SamsungS20","2025-08-26 16:00:38","train"
"NH4/SamsungS20/round2/nNz9t_ngochanpham274@gmail.com_2025-08-26 15_55_40_An_SamsungS20_0.06ppm_2_4_NH4+_10.8768745_106.6781976.jpg","NH4","0.06","SamsungS20","2025-08-26 15:55:40","train"
"NH4/SamsungS20/round2/oqi3u_ngochanpham274@gmail.com_2025-08-26 16_15_33_An_SamsungS20_0.8ppm_2_2_NH4+_10.8768714_106.678199.jpg","NH4","0.8","SamsungS20","2025-08-26 16:15:33","train"
"NH4/SamsungS20/round2/oqYLa_ngochanpham274@gmail.com_2025-08-26 15_49_11_An_SamsungS20_0.04ppm_2_2_NH4+_10.8768654_106.6781994.jpg","NH4","0.04","SamsungS20","2025-08-26 15:49:11","train"
"NH4/SamsungS20/round2/PGOT7_ngochanpham274@gmail.com_2025-08-26 16_16_17_An_SamsungS20_0.8ppm_2_4_NH4+_10.8768714_106.678199.jpg","NH4","0.8","SamsungS20","2025-08-26 16:16:17","train"
"NH4/SamsungS20/round2/QbduQ_ngochanpham274@gmail.com_2025-08-26 16_03_12_An_SamsungS20_0.2ppm_2_4_NH4+_10.8768745_106.6781976.jpg","NH4","0.2","SamsungS20","2025-08-26 16:03:12","train"
"NH4/SamsungS20/round2/qfAhD_ngochanpham274@gmail.com_2025-08-26 15_56_52_An_SamsungS20_0.08ppm_2_1_NH4+_10.8768745_106.6781976.jpg","NH4","0.08","SamsungS20","2025-08-26 15:56:52","train"
"NH4/SamsungS20/round2/razgH_ngochanpham274@gmail.com_2025-08-26 16_19_37_An_SamsungS20_2ppm_2_2_NH4+_10.8768714_106.678199.jpg","NH4","2.0","SamsungS20","2025-08-26 16:19:37","train"
"NH4/SamsungS20/round2/rcXVT_ngochanpham274@gmail.com_2025-08-26 16_02_35_An_SamsungS20_0.2ppm_2_3_NH4+_10.8768745_106.6781976.jpg","NH4","0.2","SamsungS20","2025-08-26 16:02:35","train"
"NH4/SamsungS20/round2/RUgk4_ngochanpham274@gmail.com_2025-08-26 16_15_54_An_SamsungS20_0.8ppm_2_3_NH4+_10.8768714_106.678199.jpg","NH4","0.8","SamsungS20","2025-08-26 16:15:54","train"
"NH4/SamsungS20/round2/SBioc_ngochanpham274@gmail.com_2025-08-26 15_43_55_An_SamsungS20_0.01ppm_2_2_NH4+_10.8768654_106.6781994.jpg","NH4","0.01","SamsungS20","2025-08-26 15:43:55","train"
"NH4/SamsungS20/round2/scrAQ_ngochanpham274@gmail.com_2025-08-26 16_10_24_An_SamsungS20_0.6ppm_2_5_NH4+_10.8768714_106.678199.jpg","NH4","0.6","SamsungS20","2025-08-26 16:10:24","train"
"NH4/SamsungS20/round2/sExoP_ngochanpham274@gmail.com_2025-08-26 16_09_39_An_SamsungS20_0.6ppm_2_3_NH4+_10.8768714_106.678199.jpg","NH4","0.6","SamsungS20","2025-08-26 16:09:39","train"
"NH4/SamsungS20/round2/tFsAL_ngochanpham274@gmail.com_2025-08-26 16_19_16_An_SamsungS20_2ppm_2_1_NH4+_10.8768714_106.678199.jpg","NH4","2.0","SamsungS20","2025-08-26 16:19:16","train"
"NH4/SamsungS20/round2/vM9TT_ngochanpham274@gmail.com_2025-08-26 15_44_51_An_SamsungS20_0.01ppm_2_4_NH4+_10.8768654_106.6781994.jpg","NH4","0.01","SamsungS20","2025-08-26 15:44:51","train"
"NH4/SamsungS20/round2/VoVQ7_ngochanpham274@gmail.com_2025-08-26 16_19_56_An_SamsungS20_2ppm_2_3_NH4+_10.8768714_106.678199.jpg","NH4","2.0","SamsungS20","2025-08-26 16:19:56","train"
"NH4/SamsungS20/round2/VyfJY_ngochanpham274@gmail.com_2025-08-26 15_55_19_An_SamsungS20_0.06ppm_2_3_NH4+_10.8768745_106.6781976.jpg","NH4","0.06","SamsungS20","2025-08-26 15:55:19","train"
"NH4/SamsungS20/round2/WgeqQ_ngochanpham274@gmail.com_2025-08-26 16_08_59_An_SamsungS20_0.6ppm_2_1_NH4+_10.8768714_106.678199.jpg","NH4","0.6","SamsungS20","2025-08-26 16:08:59","train"
"NH4/SamsungS20/round2/y3XrX_ngochanpham274@gmail.com_2025-08-26 16_21_37_An_SamsungS20_4ppm_2_1_NH4+_10.8768714_106.678199.jpg","NH4","4.0","SamsungS20","2025-08-26 16:21:37","train"
"NH4/SamsungS20/round2/yCfXA_ngochanpham274@gmail.com_2025-08-26 16_23_10_An_SamsungS20_4ppm_2_4_NH4+_10.8768714_106.678199.jpg","NH4","4.0","SamsungS20","2025-08-26 16:23:10","train"
"NH4/SamsungS20/round2/ypL3U_ngochanpham274@gmail.com_2025-08-26 15_52_46_An_SamsungS20_0.05ppm_2_3_NH4+_10.8768745_106.6781976.jpg","NH4","0.05","SamsungS20","2025-08-26 15:52:46","train"
"NH4/SamsungS20/round2/ZmOdK_ngochanpham274@gmail.com_2025-08-26 16_22_30_An_SamsungS20_4ppm_2_2_NH4+_10.8768714_106.678199.jpg","NH4","4.0","SamsungS20","2025-08-26 16:22:30","train"
"NH4/SamsungS20/round2/ZymFc_ngochanpham274@gmail.com_2025-08-26 16_18_36_An_SamsungS20_1ppm_2_5_NH4+_10.8768714_106.678199.jpg","NH4","1.0","SamsungS20","2025-08-26 16:18:36","train"
"NH4/SamsungS22/round1/1Bm6z_ngochanpham274@gmail.com_2025-08-27 15_24_28_An_SamsungS22_0.1ppm_1_5_NH4+_10.8768643_106.6781931.jpg","NH4","0.1","SamsungS22","2025-08-27 15:24:28","train"
"NH4/SamsungS22/round1/1v33m_ngochanpham274@gmail.com_2025-08-27 15_31_04_An_SamsungS22_0.2ppm_1_3_NH4+_10.8768643_106.6781931.jpg","NH4","0.2","SamsungS22","2025-08-27 15:31:04","train"
"NH4/SamsungS22/round1/1zPfv_ngochanpham274@gmail.com_2025-08-27 15_16_42_An_SamsungS22_0.06ppm_1_5_NH4+_10.8768643_106.6781931.jpg","NH4","0.06","SamsungS22","2025-08-27 15:16:42","train"
"NH4/SamsungS22/round1/21dlt_ngochanpham274@gmail.com_2025-08-27 15_04_49_An_SamsungS22_0.02ppm_1_2_NH4+_10.8768643_106.6781931.jpg","NH4","0.02","SamsungS22","2025-08-27 15:04:49","train"
"NH4/SamsungS22/round1/222XY_ngochanpham274@gmail.com_2025-08-27 15_50_12_An_SamsungS22_2ppm_1_2_NH4+_10.8768664_106.6781865.jpg","NH4","2.0","SamsungS22","2025-08-27 15:50:12","train"
"NH4/SamsungS22/round1/2gods_ngochanpham274@gmail.com_2025-08-27 15_44_57_An_SamsungS22_0.8ppm_1_4_NH4+_10.8768664_106.6781865.jpg","NH4","0.8","SamsungS22","2025-08-27 15:44:57","train"
"NH4/SamsungS22/round1/3nqFH_ngochanpham274@gmail.com_2025-08-27 15_07_40_An_SamsungS22_0.04ppm_1_2_NH4+_10.8768643_106.6781931.jpg","NH4","0.04","SamsungS22","2025-08-27 15:07:40","train"
"NH4/SamsungS22/round1/3RAqs_ngochanpham274@gmail.com_2025-08-27 15_41_07_An_SamsungS22_0.6ppm_1_5_NH4+_10.8768664_106.6781865.jpg","NH4","0.6","SamsungS22","2025-08-27 15:41:07","train"
"NH4/SamsungS22/round1/6rn1M_ngochanpham274@gmail.com_2025-08-27 15_07_58_An_SamsungS22_0.04ppm_1_3_NH4+_10.8768643_106.6781931.jpg","NH4","0.04","SamsungS22","2025-08-27 15:07:58","train"
"NH4/SamsungS22/round1/7VGcn_ngochanpham274@gmail.com_2025-08-27 15_03_37_An_SamsungS22_0.01ppm_1_5_NH4+_10.8768643_106.6781931.jpg","NH4","0.01","SamsungS22","2025-08-27 15:03:37","train"
"NH4/SamsungS22/round1/7Z6RL_ngochanpham274@gmail.com_2025-08-27 15_05_32_An_SamsungS22_0.02ppm_1_4_NH4+_10.8768643_106.6781931.jpg","NH4","0.02","SamsungS22","2025-08-27 15:05:32","train"
"NH4/SamsungS22/round1/8LBw9_ngochanpham274@gmail.com_2025-08-27 15_53_48_An_SamsungS22_4ppm_1_4_NH4+_10.8768664_106.6781865.jpg","NH4","4.0","SamsungS22","2025-08-27 15:53:48","train"
"NH4/SamsungS22/round1/BdvEv_ngochanpham274@gmail.com_2025-08-27 15_35_53_An_SamsungS22_0.4ppm_1_2_NH4+_10.8768664_106.6781865.jpg","NH4","0.4","SamsungS22","2025-08-27 15:35:53","train"
"NH4/SamsungS22/round1/bgVIz_ngochanpham274@gmail.com_2025-08-27 15_22_53_An_SamsungS22_0.1ppm_1_2_NH4+_10.8768643_106.6781931.jpg","NH4","0.1","SamsungS22","2025-08-27 15:22:53","train"
"NH4/SamsungS22/round1/bpoh4_ngochanpham274@gmail.com_2025-08-27 15_04_24_An_SamsungS22_0.02ppm_1_1_NH4+_10.8768643_106.6781931.jpg","NH4","0.02","SamsungS22","2025-08-27 15:04:24","train"
"NH4/SamsungS22/round1/COfjK_ngochanpham274@gmail.com_2025-08-27 15_22_16_An_SamsungS22_0.1ppm_1_1_NH4+_10.8768643_106.6781931.jpg","NH4","0.1","SamsungS22","2025-08-27 15:22:16","train"
"NH4/SamsungS22/round1/diGiO_ngochanpham274@gmail.com_2025-08-27 15_35_23_An_SamsungS22_0.4ppm_1_1_NH4+_10.8768664_106.6781865.jpg","NH4","0.4","SamsungS22","2025-08-27 15:35:23","train"
"NH4/SamsungS22/round1/eDMBK_ngochanpham274@gmail.com_2025-08-27 15_48_15_An_SamsungS22_1ppm_1_5_NH4+_10.8768664_106.6781865.jpg","NH4","1.0","SamsungS22","2025-08-27 15:48:15","train"
"NH4/SamsungS22/round1/El7Tk_ngochanpham274@gmail.com_2025-08-27 15_37_59_An_SamsungS22_0.5ppm_1_5_NH4+_10.8768664_106.6781865.jpg","NH4","0.5","SamsungS22","2025-08-27 15:37:59","train"
"NH4/SamsungS22/round1/EN8w6_ngochanpham274@gmail.com_2025-08-27 15_10_49_An_SamsungS22_0.05ppm_1_3_NH4+_10.8768643_106.6781931.jpg","NH4","0.05","SamsungS22","2025-08-27 15:10:49","train"
"NH4/SamsungS22/round1/ETj1v_ngochanpham274@gmail.com_2025-08-27 15_06_11_An_SamsungS22_0.02ppm_1_5_NH4+_10.8768643_106.6781931.jpg","NH4","0.02","SamsungS22","2025-08-27 15:06:11","train"
"NH4/SamsungS22/round1/eUtyq_ngochanpham274@gmail.com_2025-08-27 15_37_07_An_SamsungS22_0.5ppm_1_4_NH4+_10.8768664_106.6781865.jpg","NH4","0.5","SamsungS22","2025-08-27 15:37:07","train"
"NH4/SamsungS22/round1/F6sU3_ngochanpham274@gmail.com_2025-08-27 15_52_56_An_SamsungS22_4ppm_1_2_NH4+_10.8768664_106.6781865.jpg","NH4","4.0","SamsungS22","2025-08-27 15:52:56","train"
"NH4/SamsungS22/round1/GqbkY_ngochanpham274@gmail.com_2025-08-27 15_46_49_An_SamsungS22_1ppm_1_2_NH4+_10.8768664_106.6781865.jpg","NH4","1.0","SamsungS22","2025-08-27 15:46:49","train"
"NH4/SamsungS22/round1/hPJSQ_ngochanpham274@gmail.com_2025-08-27 15_08_56_An_SamsungS22_0.04ppm_1_5_NH4+_10.8768643_106.6781931.jpg","NH4","0.04","SamsungS22","2025-08-27 15:08:56","train"
"NH4/SamsungS22/round1/hYWQM_ngochanpham274@gmail.com_2025-08-27 15_47_41_An_SamsungS22_1ppm_1_4_NH4+_10.8768664_106.6781865.jpg","NH4","1.0","SamsungS22","2025-08-27 15:47:41","train"
"NH4/SamsungS22/round1/iu8Tn_ngochanpham274@gmail.com_2025-08-27 15_02_19_An_SamsungS22_0.01ppm_1_2_NH4+_10.8768643_106.6781931.jpg","NH4","0.01","SamsungS22","2025-08-27 15:02:19","train"
"NH4/SamsungS22/round1/j1IOf_ngochanpham274@gmail.com_2025-08-27 15_16_11_An_SamsungS22_0.06ppm_1_4_NH4+_10.8768643_106.6781931.jpg","NH4","0.06","SamsungS22","2025-08-27 15:16:11","train"
"NH4/SamsungS22/round1/j5k9I_ngochanpham274@gmail.com_2025-08-27 15_23_16_An_SamsungS22_0.1ppm_1_3_NH4+_10.8768643_106.6781931.jpg","NH4","0.1","SamsungS22","2025-08-27 15:23:16","train"
"NH4/SamsungS22/round1/JIqjw_ngochanpham274@gmail.com_2025-08-27 15_34_08_An_SamsungS22_0.2ppm_1_5_NH4+_10.8768664_106.6781865.jpg","NH4","0.2","SamsungS22","2025-08-27 15:34:08","train"
"NH4/SamsungS22/round1/JseJy_ngochanpham274@gmail.com_2025-08-27 15_50_58_An_SamsungS22_2ppm_1_4_NH4+_10.8768664_106.6781865.jpg","NH4","2.0","SamsungS22","2025-08-27 15:50:58","train"
"NH4/SamsungS22/round1/jsXPv_ngochanpham274@gmail.com_2025-08-27 15_15_22_An_SamsungS22_0.06ppm_1_2_NH4+_10.8768643_106.6781931.jpg","NH4","0.06","SamsungS22","2025-08-27 15:15:22","train"
"NH4/SamsungS22/round1/K9wMv_ngochanpham274@gmail.com_2025-08-27 15_02_39_An_SamsungS22_0.01ppm_1_3_NH4+_10.8768643_106.6781931.jpg","NH4","0.01","SamsungS22","2025-08-27 15:02:39","train"
"NH4/SamsungS22/round1/kI4H4_ngochanpham274@gmail.com_2025-08-27 15_19_55_An_SamsungS22_0.08ppm_1_2_NH4+_10.8768643_106.6781931.jpg","NH4","0.08","SamsungS22","2025-08-27 15:19:55","train"
"NH4/SamsungS22/round1/ko1zT_ngochanpham274@gmail.com_2025-08-27 15_40_12_An_SamsungS22_0.6ppm_1_3_NH4+_10.8768664_106.6781865.jpg","NH4","0.6","SamsungS22","2025-08-27 15:40:12","train"
"NH4/SamsungS22/round1/kSCda_ngochanpham274@gmail.com_2025-08-27 15_33_39_An_SamsungS22_0.2ppm_1_4_NH4+_10.8768664_106.6781865.jpg","NH4","0.2","SamsungS22","2025-08-27 15:33:39","train"
"NH4/SamsungS22/round1/LA8zf_ngochanpham274@gmail.com_2025-08-27 15_54_07_An_SamsungS22_4ppm_1_5_NH4+_10.8768664_106.6781865.jpg","NH4","4.0","SamsungS22","2025-08-27 15:54:07","train"
"NH4/SamsungS22/round1/Lr6qM_ngochanpham274@gmail.com_2025-08-27 15_11_36_An_SamsungS22_0.05ppm_1_5_NH4+_10.8768643_106.6781931.jpg","NH4","0.05","SamsungS22","2025-08-27 15:11:36","train"
"NH4/SamsungS22/round1/LSSN2_ngochanpham274@gmail.com_2025-08-27 15_19_34_An_SamsungS22_0.08ppm_1_1_NH4+_10.8768643_106.6781931.jpg","NH4","0.08","SamsungS22","2025-08-27 15:19:34","train"
"NH4/SamsungS22/round1/lXlql_ngochanpham274@gmail.com_2025-08-27 15_01_48_An_SamsungS22_0.01ppm_1_1_NH4+_10.8768643_106.6781931.jpg","NH4","0.01","SamsungS22","2025-08-27 15:01:48","train"
"NH4/SamsungS22/round1/MGzYe_ngochanpham274@gmail.com_2025-08-27 15_15_49_An_SamsungS22_0.06ppm_1_3_NH4+_10.8768643_106.6781931.jpg","NH4","0.06","SamsungS22","2025-08-27 15:15:49","train"
"NH4/SamsungS22/round1/mHetv_ngochanpham274@gmail.com_2025-08-27 15_39_29_An_SamsungS22_0.6ppm_1_2_NH4+_10.8768664_106.6781865.jpg","NH4","0.6","SamsungS22","2025-08-27 15:39:29","train"
"NH4/SamsungS22/round1/OgfLF_ngochanpham274@gmail.com_2025-08-27 15_45_23_An_SamsungS22_0.8ppm_1_5_NH4+_10.8768664_106.6781865.jpg","NH4","0.8","SamsungS22","2025-08-27 15:45:23","train"
"NH4/SamsungS22/round1/OkaXE_ngochanpham274@gmail.com_2025-08-27 15_09_55_An_SamsungS22_0.05ppm_1_1_NH4+_10.8768643_106.6781931.jpg","NH4","0.05","SamsungS22","2025-08-27 15:09:55","train"
"NH4/SamsungS22/round1/PE11g_ngochanpham274@gmail.com_2025-08-27 15_24_01_An_SamsungS22_0.1ppm_1_4_NH4+_10.8768643_106.6781931.jpg","NH4","0.1","SamsungS22","2025-08-27 15:24:01","train"
"NH4/SamsungS22/round1/Q8uHu_ngochanpham274@gmail.com_2025-08-27 15_46_28_An_SamsungS22_1ppm_1_1_NH4+_10.8768664_106.6781865.jpg","NH4","1.0","SamsungS22","2025-08-27 15:46:28","train"
"NH4/SamsungS22/round1/QBTgn_ngochanpham274@gmail.com_2025-08-27 15_20_15_An_SamsungS22_0.08ppm_1_3_NH4+_10.8768643_106.6781931.jpg","NH4","0.08","SamsungS22","2025-08-27 15:20:15","train"
"NH4/SamsungS22/round1/qlwqx_ngochanpham274@gmail.com_2025-08-27 15_51_21_An_SamsungS22_2ppm_1_5_NH4+_10.8768664_106.6781865.jpg","NH4","2.0","SamsungS22","2025-08-27 15:51:21","train"
"NH4/SamsungS22/round1/qocOX_ngochanpham274@gmail.com_2025-08-27 15_26_03_An_SamsungS22_0.2ppm_1_1_NH4+_10.8768643_106.6781931.jpg","NH4","0.2","SamsungS22","2025-08-27 15:26:03","train"
"NH4/SamsungS22/round1/QTu0b_ngochanpham274@gmail.com_2025-08-27 15_43_54_An_SamsungS22_0.8ppm_1_1_NH4+_10.8768664_106.6781865.jpg","NH4","0.8","SamsungS22","2025-08-27 15:43:54","train"
"NH4/SamsungS22/round1/R2mHe_ngochanpham274@gmail.com_2025-08-27 15_06_55_An_SamsungS22_0.04ppm_1_1_NH4+_10.8768643_106.6781931.jpg","NH4","0.04","SamsungS22","2025-08-27 15:06:55","train"
"NH4/SamsungS22/round1/rF1xq_ngochanpham274@gmail.com_2025-08-27 15_52_38_An_SamsungS22_4ppm_1_1_NH4+_10.8768664_106.6781865.jpg","NH4","4.0","SamsungS22","2025-08-27 15:52:38","train"
"NH4/SamsungS22/round1/rlPgF_ngochanpham274@gmail.com_2025-08-27 15_05_12_An_SamsungS22_0.02ppm_1_3_NH4+_10.8768643_106.6781931.jpg","NH4","0.02","SamsungS22","2025-08-27 15:05:12","train"
"NH4/SamsungS22/round1/s0uqf_ngochanpham274@gmail.com_2025-08-27 15_14_57_An_SamsungS22_0.06ppm_1_1_NH4+_10.8768643_106.6781931.jpg","NH4","0.06","SamsungS22","2025-08-27 15:14:57","train"
"NH4/SamsungS22/round1/s75vE_ngochanpham274@gmail.com_2025-08-27 15_44_14_An_SamsungS22_0.8ppm_1_2_NH4+_10.8768664_106.6781865.jpg","NH4","0.8","SamsungS22","2025-08-27 15:44:14","train"
"NH4/SamsungS22/round1/sRUgw_ngochanpham274@gmail.com_2025-08-27 15_44_34_An_SamsungS22_0.8ppm_1_3_NH4+_10.8768664_106.6781865.jpg","NH4","0.8","SamsungS22","2025-08-27 15:44:34","train"
"NH4/SamsungS22/round1/t0Vc2_ngochanpham274@gmail.com_2025-08-27 15_20_49_An_SamsungS22_0.08ppm_1_4_NH4+_10.8768643_106.6781931.jpg","NH4","0.08","SamsungS22","2025-08-27 15:20:49","train"
"NH4/SamsungS22/round1/T5555_ngochanpham274@gmail.com_2025-08-27 15_47_13_An_SamsungS22_1ppm_1_3_NH4+_10.8768664_106.6781865.jpg","NH4","1.0","SamsungS22","2025-08-27 15:47:13","train"
"NH4/SamsungS22/round1/u9Lwj_ngochanpham274@gmail.com_2025-08-27 15_08_17_An_SamsungS22_0.04ppm_1_4_NH4+_10.8768643_106.6781931.jpg","NH4","0.04","SamsungS22","2025-08-27 15:08:17","train"
"NH4/SamsungS22/round1/utiSv_ngochanpham274@gmail.com_2025-08-27 15_40_37_An_SamsungS22_0.6ppm_1_4_NH4+_10.8768664_106.6781865.jpg","NH4","0.6","SamsungS22","2025-08-27 15:40:37","train"
"NH4/SamsungS22/round1/uXVo2_ngochanpham274@gmail.com_2025-08-27 15_39_07_An_SamsungS22_0.6ppm_1_1_NH4+_10.8768664_106.6781865.jpg","NH4","0.6","SamsungS22","2025-08-27 15:39:07","train"
"NH4/SamsungS22/round1/vnhRn_ngochanpham274@gmail.com_2025-08-27 15_50_39_An_SamsungS22_2ppm_1_3_NH4+_10.8768664_106.6781865.jpg","NH4","2.0","SamsungS22","2025-08-27 15:50:39","train"
"NH4/SamsungS22/round1/vwzyj_ngochanpham274@gmail.com_2025-08-27 15_53_29_An_SamsungS22_4ppm_1_3_NH4+_10.8768664_106.6781865.jpg","NH4","4.0","SamsungS22","2025-08-27 15:53:29","train"
"NH4/SamsungS22/round1/VX6QW_ngochanpham274@gmail.com_2025-08-27 15_11_18_An_SamsungS22_0.05ppm_1_4_NH4+_10.8768643_106.6781931.jpg","NH4","0.05","SamsungS22","2025-08-27 15:11:18","train"
"NH4/SamsungS22/round1/WomS8_ngochanpham274@gmail.com_2025-08-27 15_10_24_An_SamsungS22_0.05ppm_1_2_NH4+_10.8768643_106.6781931.jpg","NH4","0.05","SamsungS22","2025-08-27 15:10:24","train"
"NH4/SamsungS22/round1/wy4xe_ngochanpham274@gmail.com_2025-08-27 15_30_21_An_SamsungS22_0.2ppm_1_2_NH4+_10.8768643_106.6781931.jpg","NH4","0.2","SamsungS22","2025-08-27 15:30:21","train"
"NH4/SamsungS22/round1/xGCfT_ngochanpham274@gmail.com_2025-08-27 15_49_50_An_SamsungS22_2ppm_1_1_NH4+_10.8768664_106.6781865.jpg","NH4","2.0","SamsungS22","2025-08-27 15:49:50","train"
"NH4/SamsungS22/round1/YLsGA_ngochanpham274@gmail.com_2025-08-27 15_03_07_An_SamsungS22_0.01ppm_1_4_NH4+_10.8768643_106.6781931.jpg","NH4","0.01","SamsungS22","2025-08-27 15:03:07","train"
"NH4/SamsungS22/round1/ymqta_ngochanpham274@gmail.com_2025-08-27 15_36_26_An_SamsungS22_0.5ppm_1_3_NH4+_10.8768664_106.6781865.jpg","NH4","0.5","SamsungS22","2025-08-27 15:36:26","train"
"NH4/SamsungS22/round1/ZZP3X_ngochanpham274@gmail.com_2025-08-27 15_21_17_An_SamsungS22_0.08ppm_1_5_NH4+_10.8768643_106.6781931.jpg","NH4","0.08","SamsungS22","2025-08-27 15:21:17","train"
"NH4/SamsungS22/round2/047ea_ngochanpham274@gmail.com_2025-08-28 13_31_07_An_SamsungS22_0.04ppm_3_4_NH4+_10.8768782_106.6781996.jpg","NH4","0.04","SamsungS22","2025-08-28 13:31:07","train"
"NH4/SamsungS22/round2/0apAs_ngochanpham274@gmail.com_2025-08-27 16_34_38_An_SamsungS22_0.8ppm_2_2_NH4+_10.8768713_106.6781946.jpg","NH4","0.8","SamsungS22","2025-08-27 16:34:38","train"
"NH4/SamsungS22/round2/0R1n0_ngochanpham274@gmail.com_2025-08-27 16_38_34_An_SamsungS22_1ppm_2_4_NH4+_10.8768713_106.6781946.jpg","NH4","1.0","SamsungS22","2025-08-27 16:38:34","train"
"NH4/SamsungS22/round2/1W5vP_ngochanpham274@gmail.com_2025-08-27 16_26_23_An_SamsungS22_0.4ppm_2_5_NH4+_10.8768719_106.6781968.jpg","NH4","0.4","SamsungS22","2025-08-27 16:26:23","train"
"NH4/SamsungS22/round2/2eHva_ngochanpham274@gmail.com_2025-08-28 13_23_08_An_SamsungS22_0.01ppm_3_1_NH4+_10.8768782_106.6781996.jpg","NH4","0.01","SamsungS22","2025-08-28 13:23:08","train"
"NH4/SamsungS22/round2/2eSEg_ngochanpham274@gmail.com_2025-08-27 16_20_26_An_SamsungS22_0.2ppm_2_2_NH4+_10.8768719_106.6781968.jpg","NH4","0.2","SamsungS22","2025-08-27 16:20:26","train"
"NH4/SamsungS22/round2/2rEYS_ngochanpham274@gmail.com_2025-08-27 16_11_38_An_SamsungS22_0.06ppm_2_1_NH4+_10.8768719_106.6781968.jpg","NH4","0.06","SamsungS22","2025-08-27 16:11:38","train"
"NH4/SamsungS22/round2/3E2fR_ngochanpham274@gmail.com_2025-08-27 16_25_35_An_SamsungS22_0.4ppm_2_3_NH4+_10.8768719_106.6781968.jpg","NH4","0.4","SamsungS22","2025-08-27 16:25:35","train"
"NH4/SamsungS22/round2/3JTdU_ngochanpham274@gmail.com_2025-08-27 16_41_15_An_SamsungS22_2ppm_2_5_NH4+_10.8768713_106.6781946.jpg","NH4","2.0","SamsungS22","2025-08-27 16:41:15","train"
"NH4/SamsungS22/round2/40mVM_ngochanpham274@gmail.com_2025-08-27 16_10_34_An_SamsungS22_0.05ppm_2_5_NH4+_10.8768719_106.6781968.jpg","NH4","0.05","SamsungS22","2025-08-27 16:10:34","train"
"NH4/SamsungS22/round2/4c9Aq_ngochanpham274@gmail.com_2025-08-27 16_32_17_An_SamsungS22_0.6ppm_2_3_NH4+_10.8768713_106.6781946.jpg","NH4","0.6","SamsungS22","2025-08-27 16:32:17","train"
"NH4/SamsungS22/round2/4TPzO_ngochanpham274@gmail.com_2025-08-27 16_24_49_An_SamsungS22_0.4ppm_2_1_NH4+_10.8768719_106.6781968.jpg","NH4","0.4","SamsungS22","2025-08-27 16:24:49","train"
"NH4/SamsungS22/round2/4XWrk_ngochanpham274@gmail.com_2025-08-27 16_09_31_An_SamsungS22_0.05ppm_2_2_NH4+_10.8768719_106.6781968.jpg","NH4","0.05","SamsungS22","2025-08-27 16:09:31","train"
"NH4/SamsungS22/round2/5qFiA_ngochanpham274@gmail.com_2025-08-27 16_37_58_An_SamsungS22_1ppm_2_3_NH4+_10.8768713_106.6781946.jpg","NH4","1.0","SamsungS22","2025-08-27 16:37:58","train"
